name.original,family,url,name.plant,name.dummy,sla,height,seedmass,flowering.start,growth.form.1,growth.form.2,nitrogen.fix,oek.l,oek.t,oek.k,oek.f,oek.f.change,oek.n,oek.r,oek.s,lf.leb,mahdvertra,weidevertr,trittvertr,futterwert,sociology,legal,status,neobiota,rlg,responsibility,funct.group.x,R11.Diagnostic,R16.Diagnostic,R1A.Diagnostic,R1B.Diagnostic,R1M.Diagnostic,R1P.Diagnostic,R21.Diagnostic,R22.Diagnostic,R35.Diagnostic,R36.Diagnostic,R37.Diagnostic,ffh.2330,ffh.6120,ffh.6210,ffh.6230,ffh.6240,ffh.6410,ffh.6440,ffh.6510,sh.feucht.naessezeiger,sh.trockenheitszeiger,sh.basenzeiger,sh.magerkeitszeiger,sh.ruderalisierungszeiger,sh.beweidungszeiger,sh.wert.gruenlandarten,sh.ausnahmearten.spp.wert.gruenlandarten,sh.nicht.wert.flutrasenarten,sh.calthion,sh.wiesenzeiger,btt.hh.GMG Kennzeichnende Arten,btt.hh.GMG Wertgebende Arten (RL-HH),btt.hh.GMM Kennzeichnende Arten,btt.hh.GMM Wertgebende Arten (RL-HH),btt.hh.GMT Kennzeichnende Arten,btt.hh.GMT Wertgebende Arten (RL-HH),btt.hh.GMW Kennzeichnende Arten,btt.hh.GMW Wertgebende Arten (RL-HH),btt.hh.GFA Kennzeichnende Arten,btt.hh.GFA Wertgebende Arten (RL-HH),btt.hh.GFR Kennzeichnende Arten,btt.hh.GFR Wertgebende Arten (RL-HH),btt.hh.GFC Kennzeichnende Arten,btt.hh.GFC Wertgebende Arten (RL-HH),btt.hh.GFF Kennzeichnende Arten,btt.hh.GFF Wertgebende Arten (RL-HH),btt.hh.GN Kennzeichnende Arten,btt.hh.GN Wertgebende Arten (RL-HH),btt.hh.GNP Kennzeichnende Arten,btt.hh.GNP Wertgebende Arten (RL-HH),hh.gl.typical,hh.gl.F.zeiger,hh.gl.N.zeiger,hh.gl.R.zeiger,nie.gn.gf.kennarten,btt.nie.9.1 GM weithin verbreitete Grünlandarten,btt.nie.9.1 GM Kennarten für Grünland mit weiter Standortamplitude,btt.nie.9.1.1 GMF Zusätzliche Kennarten,btt.nie.9.1.3 GMA Zusätzliche Kennarten,btt.nie.9.1.4 GMK Zusätzliche Kennarten,btt.nie.9.3. GN Kennzeichnende Pflanzenarten,btt.nie.9.4.1 GFB Kennarten,btt.nie.9.4.2 GFF Kennarten,btt.nie.9.4.3 GFS Kennarten,lsa.nasswiesen,bv.§30.borstgrasrasen,bv.art23.pfeifengraswiesen,bv.§30.nasswiesen,bv.gruenland.feucht,bv.gruenland.frisch,bv.§30.trockenrasen,btt.bv.GL Typische Arten,btt.bv.GA Typische Arten,btt.bv.GL6120* Typische Arten,btt.bv.GN Typische Arten,btt.bv.GO6230* Typische Arten,btt.bv.GP6410 Typische Arten,btt.bv.GT und GT6210 Typische Arten,btt.bv.GT621P* Typische Arten,btt.bv.GT6240* Typische Arten,"btt.bv.GU, GU651E und GU651L Typische Arten",calth.sturm,funct.group.y,ruderal,target_ellenberg
Silene vulgaris,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000440200,Silene vulgaris,Silene vulgaris,198.7,0.385,8.766876e-4,NA,herb,NA,no,9,2,NA,5,~,2,8,0,"H,C",4,2,2,4,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Sinapis arvensis,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000432651,Sinapis arvensis,Sinapis arvensis,390.09,0.425,0.00235,Jun,herb,forb,NA,7,5,3,NA,NA,6,8,0,T,NA,NA,NA,NA,3400,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Sisymbrium loeselii,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000432028,Sisymbrium loeselii,Sisymbrium loeselii,182.28,0.517,1.425e-4,May,herb,forb,NA,7,6,7,4,NA,5,7,0,"H,T",NA,NA,NA,NA,3331,NA,N,N,nb,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Sisymbrium officinale,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000432010,Sisymbrium officinale,Sisymbrium officinale,267.17,0.522333333333333,2.84333333333333e-4,NA,herb,NA,no,8,6,5,4,NA,7,NA,0,T,2,2,2,2,3331,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Solidago canadensis,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000060775,Solidago canadensis,Solidago canadensis,258.67,1.2375,1.3512225e-4,Aug,herb,forb,no,8,6,5,NA,NA,6,NA,0,"H,G",4,7,2,2,3500,NA,N,N,nb,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Solidago gigantea,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000130517,Solidago gigantea,Solidago gigantea,202.5,1.9375,2.8783325e-4,Jul,herb,forb,NA,8,6,5,6,NA,7,NA,0,"H,G",4,7,2,2,3500,NA,N,N,nb,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Solidago virgaurea,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000088212,Solidago virgaurea,Solidago virgaurea,216.85,0.5,5.45e-4,NA,herb,herb,no,5,3,NA,5,NA,3,2,0,H,3,3,2,2,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Sonchus arvensis,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000092611,Sonchus arvensis,Sonchus arvensis,217,0.8625,6.7225e-4,Jun,herb,NA,NA,7,5,NA,5,~,NA,7,1,"G,H",NA,NA,NA,NA,3310,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Sonchus asper,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000031264,Sonchus asper,Sonchus asper,249.74,0.458333333333333,2.78625e-4,NA,herb,NA,no,7,5,NA,6,NA,7,7,1,T,NA,NA,NA,NA,3310,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Sonchus oleraceus,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000069236,Sonchus oleraceus,Sonchus oleraceus,405.27,0.975,3.28238e-4,NA,herb,NA,no,7,6,NA,4,NA,8,8,0,"T,H",NA,NA,NA,NA,3300,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Sorbus torminalis,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-0001014076,Sorbus torminalis,Sorbus torminalis,NA,NA,NA,NA,NA,NA,NA,4,7,4,4,NA,4,7,0,"P,N",NA,NA,NA,NA,8420,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Stachys palustris,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000314357,Stachys palustris,Stachys palustris,359.99,0.684,0.00103033333333333,Jul,herb,forb,NA,7,5,NA,7,~,6,7,0,G,4,2,2,3,5412,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,molinietalia
Stachys recta,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000314473,Stachys recta,Stachys recta,285.35,0.325,0.001505111,NA,herb,forb,NA,7,6,4,3,NA,2,9,0,H,4,2,3,3,5300,NA,I,NA,V,NA,herb,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,festuco-brometea
Stachys sylvatica,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000314658,Stachys sylvatica,Stachys sylvatica,418.02,0.646,0.0011995,Jun,herb,forb,no,4,NA,3,7,NA,7,7,0,H,NA,NA,NA,NA,8433,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Stellaria alsine,Caryophyllaceae,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30197752-2,Stellaria alsine,Stellaria alsine,360.8,0.25,7.125e-5,May,herb,forb,NA,5,4,3,8,NA,4,4,0,H,4,5,4,3,1611,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,herb,no,no
Stellaria apetala,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0001291574,Stellaria apetala,Stellaria apetala,431,0.3,1.225e-4,NA,herb,herb,NA,6,NA,NA,NA,NA,8,7,0,T,NA,NA,NA,NA,3300,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Stellaria graminea,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000436380,Stellaria graminea,Stellaria graminea,289.5,0.352666666666667,2.9875e-4,May,herb,NA,NA,6,NA,NA,5,NA,3,4,0,H,4,5,5,3,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,herb,no,no
Stellaria media agg.,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000436325,Stellaria media agg.,Stellaria media,536.81,0.202666666666667,0.0025233555,NA,herb,NA,no,6,NA,NA,NA,NA,8,7,0,T,7,4,4,3,3300,NA,I,NA,*,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Stellaria media s. str.,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000436325,Stellaria media s. str.,Stellaria media,536.81,0.202666666666667,0.0025233555,NA,herb,NA,no,6,NA,NA,NA,NA,8,7,0,T,7,4,4,3,3300,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Stellaria palustris,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000436796,Stellaria palustris,Stellaria palustris,230.19,0.2875,4.8e-4,May,herb,forb,NA,5,5,7,9,~,2,4,0,H,5,3,3,3,1730,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,F,A,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Stipa capillata,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000901857,Stipa capillata,Stipa capillata,75.6,0.525,0.008049,NA,herb,graminoid,NA,8,7,8,2,NA,2,8,0,H,2,3,3,3,5311,b,I,NA,3,NA,grass,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,grass,no,festuco-brometea
Stipa pennata agg.,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000902591,Stipa pennata agg.,Stipa pennata,NA,NA,0.03000875,May,herb,graminoid,NA,8,7,8,2,NA,2,7,0,H,NA,NA,NA,NA,0,b,I,NA,3,nb,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,grass,no,no
Succisa pratensis,Caprifoliaceae,https://www.worldfloraonline.org/taxon/wfo-0000500443,Succisa pratensis,Succisa pratensis,179.37,0.342,0.0013427085,Jul,herb,forb,NA,7,5,3,7,NA,2,NA,0,H,3,3,4,3,5410,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,F,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,herb,no,molinietalia
Symphytum bohemicum,Boraginaceae,https://www.worldfloraonline.org/taxon/wfo-0000432385,Symphytum bohemicum,Symphytum bohemicum,NA,NA,NA,NA,NA,NA,NA,7,6,3,7,NA,8,NA,0,"H,G",NA,NA,NA,NA,0,NA,I,NA,*,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Symphytum officinale agg.,Boraginaceae,https://www.worldfloraonline.org/taxon/wfo-0000432219,Symphytum officinale agg.,Symphytum officinale,250.23,0.5835,0.0097245,May,herb,NA,NA,7,6,3,7,NA,8,NA,0,"H,G",6,4,4,3,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Symphytum officinale s. str.,Boraginaceae,https://www.worldfloraonline.org/taxon/wfo-0000432219,Symphytum officinale s. str.,Symphytum officinale,250.23,0.5835,0.0097245,May,herb,NA,NA,7,6,3,7,NA,8,NA,0,"H,G",6,4,4,3,0,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Tanacetum corymbosum s. l.,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000003113,Tanacetum corymbosum s. l.,Tanacetum corymbosum,174.2,0.675,4.783335e-4,Jun,herb,forb,NA,6,7,5,4,NA,4,7,0,H,NA,NA,NA,NA,8420,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Tanacetum vulgare,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000114512,Tanacetum vulgare,Tanacetum vulgare,206.08,0.4675,2.475e-4,Jul,herb,NA,no,8,6,4,5,NA,5,8,0,H,4,3,2,2,3542,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Taraxacum sect. Erythrosperma,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-4000037583,Taraxacum sect. Erythrosperma,Taraxacum sect.,290.7,0.15,4.5e-4,Jul,herb,herb,no,8,6,5,3,~,2,7,0,H,4,4,4,5,5200,NA,I,NA,*,!!,herb,NA,NA,NA,NA,NA,NA,16.1,15.8,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,sedo-scleranthetea
Taraxacum sect. Ruderalia,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-4000037583,Taraxacum sect. Ruderalia,Taraxacum sect.,290.7,0.15,4.5e-4,Jul,herb,herb,no,7,6,2,5,~,8,8,1,H,8,7,7,7,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,16.1,15.8,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Teesdalia nudicaulis,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000411015,Teesdalia nudicaulis,Teesdalia nudicaulis,289.5,0.127,2.988335e-4,Apr,herb,NA,NA,8,6,2,3,NA,1,1,0,"T,H",NA,NA,NA,NA,5221,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,sedo-scleranthetea
